id,city,district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
246,Barcelona,Les Corts,les Corts,good condition,Flat,2,67,Yes,exterior, floor 2,365000
247,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Penthouse,4,118,Yes,exterior, floor 8,650000
248,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,4,140,Yes,exterior,mezzanine,795000
249,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,4,85,Yes,exterior, floor 2,420000
250,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,200,Yes,exterior, floor 2,1400000
251,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,88,Yes,exterior, floor 4,365000
252,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,139,Yes,exterior, floor 2,595000
253,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Penthouse,2,59,Yes,exterior, floor 9,255000
254,Barcelona,Eixample,Sant Antoni,good condition,Flat,1,46,Yes,interior,ground floor,165000
255,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,71,Yes,exterior, floor 4,369000
256,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,136,Yes,exterior, floor 2,745000
257,Barcelona,Gràcia,la Vila de Gràcia,good condition,Penthouse,3,99,Yes,exterior, floor 6,650000
258,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,99,Yes,exterior, floor 6,650000
259,Barcelona,Eixample,la Sagrada Família,good condition,Duplex,4,800,Yes,exterior,ground floor,1700000
260,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,133,Yes,exterior, floor 2,750000
261,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,385,No,exterior,ground floor,1450000
262,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,3,75,Yes,interior,mezzanine,230000
263,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,105,Yes,exterior, floor 5,565000
264,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,1,62,Yes,exterior, floor 1,390000
265,Barcelona,Sant Martí,el Clot,good condition,Flat,3,84,No,exterior, floor 1,290000
266,Barcelona,Les Corts,les Corts,good condition,Flat,4,101,Yes,exterior, floor 2,525000
267,Barcelona,Les Corts,les Corts,good condition,Flat,3,92,Yes,exterior, floor 6,375000
268,Barcelona,Les Corts,les Corts,good condition,Flat,3,88,Yes,exterior, floor 4,365000
269,Barcelona,Sant Martí,el Clot,good condition,Flat,2,45,Yes,exterior, floor 2,209000
270,Barcelona,Eixample,la Sagrada Família,good condition,Flat,1,59,Yes,exterior, floor 1,199900
271,Barcelona,Horta-Guinardó,Can Baró,good condition,Semi-detached,4,250,No,exterior,Multiple,795000
272,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,85,Yes,exterior, floor 2,389000
273,Barcelona,Sant Andreu,Navas,good condition,Flat,4,87,Yes,exterior, floor 3,307000
274,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,3,76,Yes,exterior, floor 4,269000
275,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,179,Yes,exterior, floor 2,765000
276,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,4,149,Yes,exterior, floor 3,710000
277,Barcelona,Les Corts,les Corts,good condition,Flat,1,51,Yes,exterior, floor 1,280000
278,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,152,Yes,exterior, floor 3,695000
279,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,84,Yes,exterior, floor 1,359000
280,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,3,92,Yes,exterior,ground floor,598000
281,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,75,Yes,exterior, floor 4,365000
282,Barcelona,Les Corts,les Corts,good condition,Flat,1,49,Yes,exterior, floor 2,315000
283,Barcelona,Eixample,Sant Antoni,good condition,Flat,2,100,Yes,exterior, floor 5,535000
284,Barcelona,Gràcia,Vallcarca i els Penitents,good condition,Flat,5,260,Yes,exterior, floor 2,1050000
285,Barcelona,Horta-Guinardó,Can Baró,good condition,Flat,3,70,Yes,interior, floor 1,239000
286,Barcelona,Les Corts,Pedralbes,good condition,Flat,4,400,Yes,exterior, floor 1,1790000
287,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,111,Yes,exterior, floor 1,1150000
288,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,149,Yes,exterior, floor 6,1900000
289,Barcelona,Sant Martí,el Clot,good condition,Flat,4,90,Yes,interior, floor 7,345000
290,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,76,Yes,exterior, floor 5,460000
291,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,140,Yes,exterior, floor 1,2500000
292,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,197,Yes,exterior, floor 4,1570000
293,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Penthouse,2,100,No,exterior, floor 2,385000
294,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,128,Yes,exterior, floor 4,759000
295,Barcelona,Sant Andreu,Navas,good condition,Flat,3,65,Yes,exterior, floor 6,225000
296,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,95,Yes,exterior, floor 5,370000
297,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Flat,3,81,Yes,exterior, floor 2,230000
298,Barcelona,Eixample,la Sagrada Família,good condition,Penthouse,3,89,Yes,exterior, floor 3,475000
299,Barcelona,Ciutat Vella,la Barceloneta,good condition,Flat,1,33,No,exterior,ground floor,132000
300,Barcelona,Horta-Guinardó,Horta,good condition,Flat,3,118,Yes,exterior, floor 2,395000
301,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Penthouse,4,131,Yes,exterior, floor 4,660000
302,Barcelona,Les Corts,Pedralbes,good condition,Flat,2,65,Yes,exterior, floor 5,450000
303,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,332,Yes,exterior, floor 5,1395000
304,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,86,Yes,interior, floor 4,440000
305,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,100,Yes,exterior, floor 4,640000
306,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,123,Yes,exterior, floor 5,850000
307,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,40,No,exterior, floor 2,179000
308,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,135,Yes,exterior, floor 2,890000
309,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Duplex,3,158,Yes,exterior, floor 10,1495000
310,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,180,Yes,exterior, floor 8,795000
311,Barcelona,Horta-Guinardó,Sant Genís dels Agudells,good condition,Penthouse,1,66,Yes,exterior, floor 2,220000
312,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,208,Yes,exterior, floor 1,1095000
313,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,227,Yes,exterior, floor 9,1995000
314,Barcelona,Eixample,la Sagrada Família,good condition,Flat,1,85,Yes,exterior,ground floor,240000
315,Barcelona,Les Corts,Pedralbes,good condition,House,4,190,No,exterior,Multiple,860000
316,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,60,No,exterior, floor 1,160000
317,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,60,Yes,exterior, floor 3,220000
318,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,96,No,exterior, floor 1,375000
319,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,92,Yes,exterior, floor 6,375000
320,Barcelona,Eixample,la Sagrada Família,good condition,Penthouse,4,180,Yes,exterior, floor 9,695000
321,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,78,Yes,interior,ground floor,255000
322,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,64,Yes,exterior, floor 2,200000
323,Barcelona,Les Corts,les Corts,good condition,Flat,4,143,Yes,exterior, floor 3,1010000
324,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,3,207,Yes,interior,ground floor,755000
325,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Duplex,5,175,Yes,exterior, floor 3,990000
326,Barcelona,Sants-Montjuïc,Sants,good condition,Detached,4,480,No,exterior,Multiple,1450000
327,Barcelona,Les Corts,les Corts,good condition,Flat,2,72,Yes,exterior, floor 2,495000
328,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,265,Yes,exterior, floor 1,2300000
329,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,132,Yes,exterior, floor 6,780000
330,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,105,Yes,exterior, floor 1,699000
331,Barcelona,Les Corts,les Corts,good condition,Flat,2,60,Yes,exterior,ground floor,358000
332,Barcelona,Sants-Montjuïc,Sants - Badal,good condition,Flat,3,72,Yes,exterior, floor 1,279000
333,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Detached,5,340,No,exterior,Multiple,2650000
334,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,1,102,No,exterior, floor 2,386000
335,Barcelona,Nou Barris,Porta,good condition,Flat,3,72,No,exterior, floor 2,179500
336,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,115,Yes,exterior, floor 4,560000
337,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,3,67,Yes,exterior, floor 3,205000
338,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,3,73,Yes,exterior, floor 1,218000
339,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Detached,4,170,No,exterior,Multiple,453000
340,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,177,Yes,exterior, floor 4,997000
341,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,200,Yes,exterior, floor 5,2100000
342,Barcelona,Les Corts,les Corts,good condition,Flat,3,85,Yes,interior,mezzanine,320000
343,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,150,Yes,exterior,ground floor,495000
344,Barcelona,Les Corts,les Corts,good condition,Flat,3,55,Yes,exterior, floor 5,259000
345,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,60,Yes,exterior, floor 2,160000
346,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,155,Yes,exterior, floor 6,1100000
347,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,135,Yes,exterior, floor 1,639000
348,Barcelona,Eixample,Sant Antoni,good condition,Flat,4,112,Yes,exterior, floor 3,560000
349,Barcelona,Horta-Guinardó,el Carmel,good condition,Flat,3,69,Yes,exterior, floor 2,204000
350,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,2,140,Yes,exterior, floor 5,1500000
351,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Penthouse,1,108,Yes,exterior, floor 3,550000
352,Barcelona,Eixample,Sant Antoni,good condition,Penthouse,1,33,Yes,exterior, floor 5,230000
353,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,77,No,exterior, floor 2,245000
354,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Detached,4,335,No,exterior,Multiple,1490000
355,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Detached,4,304,No,exterior,Multiple,675000
356,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,185,Yes,exterior, floor 8,1190000
357,Barcelona,Gràcia,la Salut,good condition,Terraced,3,111,No,exterior,Multiple,430000
358,Barcelona,Gràcia,Vallcarca i els Penitents,good condition,Detached,5,222,No,exterior,Multiple,975000
359,Barcelona,Horta-Guinardó,Horta,good condition,Flat,3,63,Yes,exterior, floor 1,199900
360,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,3,118,Yes,exterior, floor 2,795000
361,Barcelona,Sants-Montjuïc,la Bordeta,good condition,Flat,3,89,Yes,exterior, floor 2,235000
362,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,84,Yes,exterior, floor 2,535000
363,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,90,Yes,exterior, floor 6,329000
364,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,117,Yes,interior, floor 3,595000
365,Barcelona,Eixample,Sant Antoni,good condition,Flat,2,58,Yes,exterior, floor 2,319000
366,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,140,Yes,exterior, floor 2,685000
367,Barcelona,Horta-Guinardó,Sant Genís dels Agudells,good condition,Penthouse,3,66,Yes,exterior, floor 14,199900
368,Barcelona,Sant Andreu,el Congrés i els Indians,good condition,Flat,3,62,Yes,exterior, floor 2,220000
369,Barcelona,Nou Barris,la Guineueta,good condition,Penthouse,4,91,Yes,exterior, floor 12,353900
370,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,74,Yes,exterior, floor 4,279900
371,Barcelona,Les Corts,les Corts,good condition,Flat,3,94,Yes,exterior, floor 6,479000
372,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,2,130,No,interior,ground floor,349000
373,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,3,70,Yes,interior, floor 2,215000
374,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Penthouse,3,110,Yes,exterior, floor 10,360000
375,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,66,Yes,exterior, floor 6,270000
376,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Penthouse,3,230,Yes,exterior, floor 8,1300000
377,Barcelona,Les Corts,Pedralbes,good condition,Flat,2,63,Yes,exterior, floor 6,450000
378,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,125,Yes,exterior, floor 3,460000
379,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,99,Yes,exterior, floor 6,360000
380,Barcelona,Les Corts,Pedralbes,good condition,Duplex,6,496,Yes,exterior, floor 5,3300000
381,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,65,Yes,exterior, floor 1,250000
382,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,3,70,Yes,interior,mezzanine,219000
383,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,180,Yes,exterior, floor 4,895000
384,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,120,No,exterior, floor 2,760000
385,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,94,No,exterior, floor 2,319000
386,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,House,11,773,No,exterior,Multiple,5700000
387,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,94,Yes,exterior, floor 4,448000
388,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,144,Yes,exterior, floor 2,599000
389,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,121,Yes,exterior, floor 2,485000
390,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,150,Yes,exterior, floor 1,1100000
391,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,157,Yes,exterior, floor 1,1100000
392,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,110,Yes,exterior, floor 1,598000
393,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,2,138,No,exterior,ground floor,349000
394,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,131,Yes,exterior, floor 1,970000
395,Barcelona,Eixample,el Fort Pienc,good condition,Flat,4,150,Yes,exterior, floor 1,695000
396,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Flat,3,94,Yes,exterior, floor 1,239000
397,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,1,77,Yes,exterior, floor 4,690000
398,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,180,Yes,exterior, floor 2,530000
399,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,2,73,No,exterior, floor 1,375000
400,Barcelona,Sant Andreu,Navas,good condition,Flat,4,91,Yes,exterior, floor 2,330000
401,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,109,Yes,exterior, floor 1,500000
402,Barcelona,Eixample,el Fort Pienc,good condition,Flat,3,100,Yes,exterior, floor 5,335000
403,Barcelona,Eixample,el Fort Pienc,good condition,Flat,3,85,Yes,exterior, floor 5,475000
404,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,145,Yes,exterior, floor 2,850000
405,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,6,149,Yes,exterior, floor 1,575000
406,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,3,102,Yes,exterior, floor 7,695000
407,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,House,7,488,No,exterior,Multiple,2600000
408,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,House,5,310,No,exterior,Multiple,1590000
409,Barcelona,Sant Martí,el Poblenou,good condition,Penthouse,2,134,Yes,exterior, floor 14,1900000
410,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,4,130,Yes,interior, floor 19,1950000
411,Barcelona,Les Corts,Pedralbes,good condition,Flat,5,212,Yes,exterior, floor 3,1595000
412,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,House,3,256,No,exterior,Multiple,2300000
413,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,4,222,No,exterior, floor 5,1690000
414,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,House,4,284,No,exterior,Multiple,1950000
415,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,185,Yes,exterior, floor 5,1190000
416,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,80,Yes,exterior, floor 1,290000
417,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,2,192,Yes,exterior,ground floor,622000
418,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,1,52,Yes,exterior, floor 1,315000
419,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Flat,3,86,Yes,exterior, floor 2,299000
420,Barcelona,Sants-Montjuïc,la Bordeta,good condition,Flat,3,106,Yes,exterior, floor 6,299000
421,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,100,No,exterior, floor 1,495000
422,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Flat,3,93,Yes,exterior, floor 6,299000
423,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,1,57,No,exterior, floor 2,268000
424,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,78,Yes,exterior, floor 1,360000
425,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,110,Yes,exterior, floor 4,445000
426,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,235,Yes,exterior, floor 4,1336000
427,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,100,Yes,exterior, floor 2,435000
428,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,99,Yes,exterior, floor 6,635000
429,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,5,277,Yes,exterior, floor 5,1900000
430,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,5,185,Yes,exterior, floor 8,1475000
431,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,250,Yes,exterior, floor 2,1100000
432,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,270,Yes,exterior, floor 1,1045000
433,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,90,Yes,exterior, floor 4,680000
